winery,wine,year,rating,num_reviews,region,price,type,body,acidity,winery_category,wine_category,region_category,type_category,norm_rating,norm_num_reviews,norm_price,year_not_defined
Artadi,Valdegines,2016,4.2,398,Vino de Espana,48.96,Tempranillo,4.0,2.0,1,1,1,1,0.0,0.0114420687751158,0.01411969467806,0
Artadi,Valdegines,2016,4.2,398,Vino de Espana,48.96,Tempranillo,4.0,2.0,1,1,1,1,0.0,0.0114420687751158,0.01411969467806,0
Artadi,Valdegines,2016,4.2,398,Vino de Espana,48.96,Tempranillo,4.0,2.0,1,1,1,1,0.0,0.0114420687751158,0.01411969467806,0
Artadi,Valdegines,2016,4.2,398,Vino de Espana,48.96,Tempranillo,4.0,2.0,1,1,1,1,0.0,0.0114420687751158,0.01411969467806,0
Matsu,El Viejo,2019,4.2,400,Toro,27.89,Toro Red,5.0,3.0,1,1,1,1,0.0,0.0115034203503174,0.0073536731436792,0
Matsu,El Viejo,2019,4.2,400,Toro,27.89,Toro Red,5.0,3.0,1,1,1,1,0.0,0.0115034203503174,0.0073536731436792,0
Bodegas Roda,Cirsion Rioja,2012,4.6,231,Rioja,173.38,Rioja Red,4.0,3.0,2,3,1,1,0.5714285714285712,0.0063192122457744,0.0540735816883905,0
Teso La Monja,Victorino,2013,4.3,878,Toro,34.22,Toro Red,5.0,3.0,3,2,1,1,0.1428571428571423,0.0261664468235221,0.0093863696938752,0
Contino,Rioja Graciano,2011,4.2,395,Rioja,61.94,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0113500414123132,0.0182878465298048,0
Contino,Rioja Graciano,2011,4.2,395,Rioja,61.94,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0113500414123132,0.0182878465298048,0
Contino,Rioja Graciano,2011,4.2,395,Rioja,61.94,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0113500414123132,0.0182878465298048,0
Contino,Rioja Graciano,2011,4.2,395,Rioja,61.94,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0113500414123132,0.0182878465298048,0
Artadi,Valdegines,2016,4.2,398,Vino de Espana,48.96,Tempranillo,4.0,2.0,1,1,1,1,0.0,0.0114420687751158,0.01411969467806,0
Artadi,Valdegines,2016,4.2,398,Vino de Espana,48.96,Tempranillo,4.0,2.0,1,1,1,1,0.0,0.0114420687751158,0.01411969467806,0
Bodega Contador (Benjamin Romeo),Contador Rioja,2011,4.6,225,Rioja,220.0,Rioja Red,4.0,3.0,2,3,1,1,0.5714285714285712,0.0061351575201693,0.0690442472760902,0
Imperial,Rioja Gran Reserva,2014,4.3,835,Rioja,49.75,Rioja Red,4.0,3.0,1,2,1,1,0.1428571428571423,0.0248473879566857,0.014373380345462,0
Contino,Reserva,2016,4.2,392,Rioja,19.98,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0112580140495107,0.0048136052586791,0
Contino,Reserva,2016,4.2,392,Rioja,19.98,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0112580140495107,0.0048136052586791,0
Contino,Reserva,2016,4.2,392,Rioja,19.98,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0112580140495107,0.0048136052586791,0
Contino,Reserva,2016,4.2,392,Rioja,19.98,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0112580140495107,0.0048136052586791,0
Contino,Rioja Graciano,2011,4.2,395,Rioja,61.94,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0113500414123132,0.0182878465298048,0
Contino,Rioja Graciano,2011,4.2,395,Rioja,61.94,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0113500414123132,0.0182878465298048,0
Marques de Murrieta,Dalmau Rioja,2017,4.6,222,Rioja,85.7,Rioja Red,4.0,3.0,2,2,1,1,0.5714285714285712,0.0060431301573667,0.0259176838177445,0
Ferrer Bobet,Priorat Vinyes Velles,2016,4.3,828,Priorato,33.95,Priorat Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0246326574434798,0.0092996669974213,0
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,16.76,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0037795953231923,0
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,16.76,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0037795953231923,0
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,16.76,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0037795953231923,0
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,16.76,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0037795953231923,0
Contino,Reserva,2016,4.2,392,Rioja,19.98,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0112580140495107,0.0048136052586791,0
Contino,Reserva,2016,4.2,392,Rioja,19.98,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0112580140495107,0.0048136052586791,0
Vega Sicilia,Unico,1965,4.6,218,Ribera del Duero,2884.04,Ribera Del Duero Red,5.0,3.0,3,3,1,1,0.5714285714285712,0.0059204270069634,0.9245236971314252,0
La Vicalanda,Reserva,2014,4.3,818,Rioja,21.5,Rioja Red,4.0,3.0,1,1,1,1,0.1428571428571423,0.0243258995674713,0.0053017093276045,0
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,16.76,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0037795953231923,0
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,16.76,Priorat Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0037795953231923,0
Sierra Cantabria,Finca el Bosque,2015,4.6,214,Rioja,79.9,Rioja Red,4.0,3.0,1,3,1,1,0.5714285714285712,0.00579772385656,0.0240551814494764,0
Alvaro Palacios,Finca Dofi,2012,4.3,814,Priorato,80.0,Priorat Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.024203196417068,0.0240872935592741,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,4.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,24.45,Red,4.0,3.0,1,1,1,1,0.0,0.011196662474309,0.0062490165666374,0
Vina Sastre,Pago de Santa Cruz,2018,4.6,211,Ribera del Duero,68.7,Ribera Del Duero Red,5.0,3.0,2,2,1,1,0.5714285714285712,0.0057056964937574,0.0204586251521311,0
Senorio de San Vicente,San Vicente Rioja,2014,4.3,811,Rioja,36.0,Rioja Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0241111690542654,0.0099579652482747,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,4.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111659866867081,0.0191099165406266,0
Dominio de Pingus,Pingus,2003,4.6,205,Ribera del Duero,1638.95,Ribera Del Duero Red,5.0,3.0,3,3,1,1,0.5714285714285712,0.0055216417681523,0.5246990292509208,0
Imperial,Rioja Reserva,2017,4.3,799,Rioja,25.45,Rioja Red,4.0,3.0,1,1,1,1,0.1428571428571423,0.0237430596030553,0.0065701376646147,0
Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,73.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0110126077487039,0.0218394458734333,0
Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,73.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0110126077487039,0.0218394458734333,0
Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,73.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0110126077487039,0.0218394458734333,0
Vinedos de Paganos,El Puntido,2005,4.2,384,Rioja,73.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0110126077487039,0.0218394458734333,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0111353108991073,0.0085546660501141,0
Mas d'en Gil,Clos Fonta Priorat,2004,4.6,202,Priorato,150.0,Priorat Red,4.0,3.0,2,2,1,1,0.5714285714285712,0.0054296144053498,0.0465657704176822,0
La Rioja Alta,Vina Ardanza Reserva,2010,4.3,783,Rioja,17.16,Rioja Red,4.0,3.0,1,1,1,1,0.1428571428571423,0.0232522470014417,0.0039080437623832,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,29.15,Rioja White,3.0,3.0,1,1,1,1,0.0,0.0121476118899352,0.0077582857271305,0
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,29.15,Rioja White,3.0,3.0,1,1,1,1,0.0,0.0121476118899352,0.0077582857271305,0
Carmelo Rodero,Pago De Valtarrena,2016,4.6,200,Ribera del Duero,48.95,Ribera Del Duero Red,5.0,3.0,2,3,1,1,0.5714285714285712,0.0053682628301481,0.0141164834670802,0
Pintia,Toro,2004,4.3,760,Toro,116.9,Toro Red,5.0,3.0,2,2,1,1,0.1428571428571423,0.0225467038866222,0.0359366620746349,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
La Vicalanda,Reserva,2015,4.2,420,Rioja,17.5,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0040172249356955,0
Pago de Los Capellanes,Parcela El Picon Tinto,2014,4.6,197,Ribera del Duero,109.41,Ribera Del Duero Red,5.0,3.0,2,3,1,1,0.5714285714285712,0.0052762354673456,0.0335314650507853,0
Vinicola Real,200 Monges Rioja Reserva,2009,4.3,760,Rioja,39.5,Rioja Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0225467038866222,0.0110818890911951,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,18.9,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0044667944728636,0
Emilio Moro,Malleolus de Sanchomartin,2014,4.6,186,Ribera del Duero,119.0,Ribera Del Duero Red,5.0,3.0,2,3,1,1,0.5714285714285712,0.0049388018037363,0.0366110163803872,0
Vinedos de Paganos,El Puntido Gran Reserva,2006,4.3,754,Rioja,40.0,Rioja Red,4.0,3.0,1,2,1,1,0.1428571428571423,0.0223626491610172,0.0112424496401838,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,23.95,Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0060884560176488,0
Vega Sicilia,Valbuena 5o,1992,4.6,176,Ribera del Duero,195.0,Ribera Del Duero Red,5.0,3.0,3,3,1,1,0.5714285714285712,0.0046320439277278,0.0610162198266588,0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,4.3,749,Rioja,39.78,Rioja Red,4.0,3.0,2,1,1,1,0.1428571428571423,0.0222092702230129,0.0111718029986288,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,28.3,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0121169361023344,0.0074853327938498,0
Dominio de Pingus,Pingus,2014,4.6,172,Ribera del Duero,1595.0,Ribera Del Duero Red,5.0,3.0,3,3,1,1,0.5714285714285712,0.0045093407773244,0.5105857569948203,0
Anima Negra,An,2017,4.3,740,Mallorca,39.98,Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0219331881346053,0.0112360272182242,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Imperial,Rioja Reserva,2004,4.2,417,Rioja,45.0,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0120249087395318,0.0128480551300701,0
Artadi,Vina El Pison,2010,4.6,169,Vino de Espana,519.55,Tempranillo,4.0,2.0,1,3,1,1,0.5714285714285712,0.0044173134145219,0.1652360721751779,0
Muga,Torre Muga,2014,4.3,728,Rioja,69.9,Rioja Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0215650786833951,0.0208439704697038,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Losada,Altos de Losada,2018,4.2,415,Bierzo,17.9,Mencia,3.0,3.0,1,1,1,1,0.0,0.0119635571643301,0.0041456733748864,0
Pago de Los Capellanes,Parcela El Picon Tinto,2012,4.6,165,Ribera del Duero,89.0,Ribera Del Duero Red,5.0,3.0,2,3,1,1,0.5714285714285712,0.0042946102641185,0.0269773834410694,0
Senorio de San Vicente,San Vicente Rioja,2007,4.3,724,Rioja,77.7,Rioja Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0214423755329918,0.0233487150339264,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,16.78,Albarino,3.0,3.0,1,1,1,1,0.0,0.0119328813767293,0.0037860177451518,0
Artadi,Vina El Pison,2011,4.6,165,Vino de Espana,511.9,Tempranillo,4.0,2.0,1,3,1,1,0.5714285714285712,0.0042946102641185,0.1627794957756519,0
Clos Mogador,Priorat,2009,4.3,723,Priorato,95.0,Priorat Red,4.0,3.0,2,2,1,1,0.1428571428571423,0.0214116997453909,0.028904110028933,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,13.58,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0027584302316246,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1999,4.6,164,Priorato,980.0,Priorat Red,4.0,3.0,2,3,1,1,0.5714285714285712,0.0042639344765176,0.3130962817388065,0
Bodegas Vilano,La Baraja,2016,4.3,716,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0,2,2,1,1,0.1428571428571423,0.021196969232185,0.0063935210607272,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118715298015276,0.0105680953344315,0
Casa Castillo,Cuvee N Vinas Viejas,2015,4.6,160,Jumilla,73.0,Red,4.0,3.0,2,3,2,1,0.5714285714285712,0.0041412313261142,0.0218394458734333,0
Bodegas San Roman,Tinto,2018,4.3,693,Toro,25.9,Toro Red,5.0,3.0,2,2,1,1,0.1428571428571423,0.0204914261173655,0.0067146421587044,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0148871741022256,0
Artadi,Vina El Pison,2012,4.6,159,Vino de Espana,280.0,Tempranillo,4.0,2.0,1,3,1,1,0.5714285714285712,0.0041105555385134,0.0883115131547257,0
Castillo Perelada,Finca Malaveina,2017,4.3,687,Emporda,22.5,Red,4.0,3.0,2,1,2,1,0.1428571428571423,0.0203073713917604,0.0056228304255817,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,11.95,Unknown,4.0,3.0,1,1,1,1,0.0,0.0117181508635234,0.0022350028419217,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,22.99,Rioja Red,4.0,3.0,1,1,1,1,0.0,0.0118101782263259,0.0057801797635906,0
Vega Sicilia,Unico,1973,4.6,157,Ribera del Duero,932.3,Ribera Del Duero Red,5.0,3.0,3,3,1,1,0.5714285714285712,0.0040492039633117,0.2977788053652913,0
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,4.3,685,Rioja,50.0,Rioja Red,4.0,3.0,2,1,1,1,0.1428571428571423,0.0202460198165587,0.0144536606199563,0
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
Lustau,Candela Cream Dulce Sweet,0,4.2,405,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0,1,1,1,1,0.0,0.0116567992883217,0.000677565516732,1
